SL,Text,Category,Polarity
1484,ম্যানহাটানের সেরা পিজা অনেক দূরে।,food,positive
1485,"পরিমিত থাই খাদ্য - যদিও একটি নরম টুকরা - সামান্য  ঘুরা ফিরা, কিন্তু সেবা ভাল ।",food,positive
1486,"পরিমিত থাই খাদ্য - যদিও একটি নরম টুকরা - সামান্য  ঘুরা ফিরা, কিন্তু সেবা ভাল ।",service,negative
1487,"পরিমিত থাই খাদ্য - যদিও একটি নরম টুকরা - সামান্য  ঘুরা ফিরা, কিন্তু সেবা ভাল ।",ambience,conflict
1488,"বেশিরভাগ লোকই খাওয়াতে পছন্দ করেন আপেল পূর্ব দিকের উন্নাসিক লোক, তাই সতর্ক থাকুন।",ambience,negative
1489,ওয়েটার আসলে আমার হাত উপর জল ঢেলে এবং চলে গেছে।,service,negative
1490,"খাদ্যটি বেশিরভাগই আঁচড়ের দাগ থেকে তৈরি করা হয়, তাজা এবং ভালই সজ্জিত।",food,positive
1491,"সব থেকে খারাপ, ভুলক্রমে  60 টকার জায়গায়  আমাদের  80 টাকা বিল যোগ করা হয়েছে।",service,negative
1492, খুব ঠান্ডা ভাবে  উপভোগ কর ,ambience,negative
1493," আর কোন সংরক্ষণ হবে না , ব্যয়বহুল পরামর্শ  এবং বিরক্তিকর উপাদান ।",service,positive
1494, সামুদ্রিক গর্জনের  চেষ্টা করুন,food,positive
1495,20 টাকা দিয়ে আপনি খুব উচ্চ মানের প্রুচুর সুসি পাবেন- আমি এমনকি জাপান থেকে এখানে একজন বন্ধু এনেছি  যে বলে এটি ছিল মার্কিন যুক্তরাষ্ট্রের সেরা সুশির একটি ।,food,positive
1496,20 টাকা দিয়ে আপনি খুব উচ্চ মানের প্রুচুর সুসি পাবেন- আমি এমনকি জাপান থেকে এখানে একজন বন্ধু এনেছি  যে বলে এটি ছিল মার্কিন যুক্তরাষ্ট্রের সেরা সুশির একটি ।,price,positive
1497,আমি CA থেকে কিছু বন্ধুদের এনেছি  এবং তারা এটা পছন্দ করেছ।,anecdotes/miscellaneous,positive
1498,"ভিতরে সামান্য আরামদায়ক, কিন্তু প্রত্যাশিত ছিল ।",ambience,conflict
1499,এই  মূল্যে সুশিতে  দর্শনীয় কিছু ছিল না।,price,negative
1500,এই  মূল্যে সুশিতে  দর্শনীয় কিছু ছিল না।,food,neutral
1501,"আমাদের খাবারের সময়, পরিচালকবর্গ এসে আমাদের উপর পরীক্ষা করে দেখে এমনকি আমাদের একটি বৃত্তাকার পানীয় কিনেছিল",service,positive
1502,কিন্তু তাদের একটি টোস্ট করার বৈদু্যতিক যন্ত্র ছিলনা  যা অদ্ভুত।,service,negative
1503,"তাই, ভাল খাবারের জন্য আমিসুপারিশ করতাম, কিন্তু  এটা রাতের জন্য মজার নয়।",food,positive
1504,"তাই, ভাল খাবারের জন্য আমিসুপারিশ করতাম, কিন্তু  এটা রাতের জন্য মজার নয়।",ambience,negative
1505,মেনু গুলি পছন্দ অনুরূপ লাগছিল কিন্তু এটির স্বাদের  তুলনায়   বেশি গন্ধ ছিল না।,food,conflict
1506,এটি Dosa প্রেমীদের সব জন্য আবশ্যক।,food,positive
1507,"অংশটি বিশাল, তাই  তিনটি জিনিস দুই ব্যক্তির জন্য অর্ডার করে বিভক্ত করা (একটি ক্ষুধাবর্ধক বস্তুএবং প্রতি ব্যক্তি প্রবেশের পরিবর্তে)  ভাল হবে ",food,positive
1508,ক্ষুধাবর্ধক বস্তু ঠিক আছে এবং প্রধান কোর্স নিরবচ্ছিন্নভাবে গড় স্তরের নিচে ছিল।,food,negative
1509,অন্য কেউ মিষ্টান্ন চেয়েছিল  -  এছাড়াও আমাদের এটা  বাকি ছিল।,food,negative
1510,বহিরাগত খাদ্য সুন্দর ভাবে উপস্থাপন করা হয় এবং সুস্বাদের সমন্বয়  মজার হয়।,food,positive
1511,কর্মীরা খুব মনোযোগী এবং আমরা প্রায় সবসময় একটি টেবিল পেতে পারি।,service,positive
1512,"আপনি যদি একজন নিরামিষ ভোজি  হন, এটি সত্যিই  আপনার জন্যএকটি ভাল জায়গা না ।",anecdotes/miscellaneous,negative
1513,"ভূমধ্য সালাদ খেতে পারেন, এটা আপনার স্বাদ কুঁড়ি জন্য একটি ভাল অভিজ্ঞতা !!",food,positive
1514,আমি নিশ্চিত যে আমি চূড়ান্ত বিচারের জন্য ফিরে যাব।,anecdotes/miscellaneous,neutral
1515,"অবশ্যই, এখানে ভীড় কিন্তু এট কে দেখে।",ambience,conflict
1516,এটি মনোরম  এবং রোমান্টিক খাদ্য সরবরাহকারী   ম্যানহাটানের রেস্টুরেন্ট তালিকা আমার শীর্ষে রয়েছে।,anecdotes/miscellaneous,positive
1517,আমি সেখানে তিনবার গিয়েছি এবং সর্বদা চমৎকার অভিজ্ঞতা হয়েছে।,anecdotes/miscellaneous,positive
1518,মানুষ সবসময় বন্ধুত্বপূর্ণ।,service,positive
1519,বিশ্বের বাইরের ক্রিম পনির  এবং আমি এই কফি ভালবাসা !!,food,positive
1520,"প্রবেশাধিকার থেকে প্রস্তুত  পানীয় , সবকিছু সৃজনশীল এখনও সহজ।",food,positive
1521,হুম।,anecdotes/miscellaneous,neutral
1522,সেবা দ্রুতিসম্পন্ন এবং বিনয়ী ছিল।,service,positive
1523,এটা স্বাভাবিকের চেয়ে বেশি ছিল না এবং গরুর মাংসের দাম সস্তা ছিল (নিচের গুঁড়ো) গরুর মাংস।,food,negative
1524,"সম্ভাবত এটি একটি ছোট আরামদায়ক রেস্টুরেন্ট,ভাল সজ্জার সঙ্গে রোমান্টিক অনুভূতি, ।",ambience,positive
1525,"এটি চমৎকার এবং তাজা ছিল, কিন্তু   প্রকৃত  থাই হিসাবে  আমি এটার উচ্চতর হিসাব দিতে পারব না  ।",food,conflict
1526,"সামগ্রিকভাবে, প্রতিটি পয়সা মূল্যবান",price,positive
1527," আমি যখন  সকালে ফোন করেছিলাম, আমি মনে করি না যে আমি 12 টায়   পেতে সক্ষম হব, কিন্তু আমি আরও চারজন অতিথিদের সাথে থাকতাম।",anecdotes/miscellaneous,neutral
1528,"লেবু ছাড়া ক্লাব সোডা, বরফে ভরাট, লেবু ছাড়া।",service,negative
1529,"শুধুমাত্র মদ এবং বিয়ার পরিবেশন করা হয়, কিন্তু ঘরের বৈচিত্র্য আসলে বেশ ভাল।",food,positive
1530,এই জায়গা নির্মাণের জন্য মালিকদের খরচ বহন করতে হবে।,anecdotes/miscellaneous,negative
1531,আমার মুখে পানি দিয়ে কেবল এই রেস্টুরেন্টের আনন্দ সম্পর্কে চিন্তা শুরু   করি।  ,food,positive
1532,আমি অন্য অবস্থানে নেই।,anecdotes/miscellaneous,neutral
1533,"ওহ, এবং প্রশংসাসূচক পুডিং মিষ্টান্ন যথেষ্ট  সুস্বাদু ছিল-!",food,positive
1534, মানুষ মানানসই  স্যুট বা সন্ধ্যায় গাউন এবং শার্ট জিন্সের পোষাক পর।,ambience,neutral
1535,আমরা একটি সুস্বাদু সবজি সিঙ্গাড়া এবং ভাঁজ করা মালাই টিক্কা ফালি করি।,food,positive
1536,শেফ এবং খাদ্য পরিবেশিকার  জ্ঞান খুব কম।,service,negative
1537,শেফ এবং খাদ্য পরিবেশিকার  জ্ঞান খুব কম।,food,negative
1538,আমরা গ্রামের চারপাশে ঘুরে বেড়াচ্ছিলাম এবং কিছু পানীয়ের জন্যএই জায়গায় গিয়েছিলাম।,anecdotes/miscellaneous,neutral
1539, ওয়াইন নির্বাচন বেশ ভালই ।,food,positive
1540,বন্ধুদের একটি গ্রুপের সাথে যান এবং আপনি একটি ভাল সময় কাটাতে পারবেন।,anecdotes/miscellaneous,positive
1541,এটি  হাঁটা বাঁচায় এবং  ডিনারের সময় প্রায়ই শোরগোলের মধ্যে টেবিলের জন্য অপেক্ষা করতে হয় ।,anecdotes/miscellaneous,conflict
1542,আমি বলতে চাচ্ছি  এখানে কোন হতাশাজনক খাবার ছিল না।,food,positive
1543,এটি আমাদের একটি প্রিয় জায়গা এনওয়াইতে খাওয়ার জ্ন্য ।,anecdotes/miscellaneous,positive
1544,"জায়গায় ভিড় লেগে আছে, তাই আমি বিকাল  4-5 টার  মধ্যে যেতে সুপারিশ করবো।",ambience,conflict
1545,খনি একটু জ্বলন্ত ছিল কিন্তু এখনও পনির দিয়েশুয়োরের পেট  সুস্বাদু (যদিও র্যাডিকও তিক্ত ছিল)।,food,conflict
1546,"হতাশাদায়ক খাদ্য, অকথিত সেবা",food,negative
1547,"হতাশাদায়ক খাদ্য, অকথিত সেবা",service,negative
1548,"আমি সিচুয়ান থেকে এসেছি, এই রেস্টুরেন্টটিতে যেতে  আমি সুপারিশ করছি",anecdotes/miscellaneous,positive
1549,এই সুদৃশ্য ফ্রেঞ্চ-এশিয়ান ফিউশন রেস্তোরাঁটি স্মিথ স্ট্রিটের অন্যান্য দুর্দান্ত রেস্টুরেন্টগুলির মধ্যে দাঁড়িয়ে আছে।,anecdotes/miscellaneous,positive
1550,"যদি  আপনি একটি নৈমিত্তিক প্রতিবেশী চান যার ঐ জায়গায় খাবারের দোকান  এবং চমৎকার সেবার ব্যবসথা আছে,।",food,positive
1551,"যদি  আপনি একটি নৈমিত্তিক প্রতিবেশী চান যার ঐ জায়গায় খাবারের দোকান  এবং চমৎকার সেবার ব্যবসথা আছে,।",service,positive
1552,পানীয়র খুব জন্য একটিখুব জায়গা কারণ তাদের 100 ধরণের বিয়ার আছে।,food,positive
1553,কিন্তু এই জায়গাটি  সুগন্ধযুক্ত মদ  তৈরীর কৃত্রিম উপায়   যা তারা জানেন যে তারা কী করছে।,anecdotes/miscellaneous,positive
1554,ছোট অংশ এবং  মূল্য বেশি ।,food,negative
1555,ছোট অংশ এবং  মূল্য বেশি ।,price,negative
1556,"এদিকে, আমরা আমাদের বোতল শেষ করি মদের দোকানের পরিবেষক  তার রিজার্ভ থেকে শ্যাম্পেন আনা  অব্যাহত  রাখেন এবং আমরা পুদিনার সঙ্গে বিনামূল্যে শালগম স্যুপের মজা উপভোগ করি।",food,positive
1557,"এদিকে, আমরা আমাদের বোতল শেষ করি মদের দোকানের পরিবেষক  তার রিজার্ভ থেকে শ্যাম্পেন আনা  অব্যাহত  রাখেন এবং আমরা পুদিনার সঙ্গে বিনামূল্যে শালগম স্যুপের মজা উপভোগ করি।",service,positive
1558,কিন্তু আমি ফিরে যেতে চাই,anecdotes/miscellaneous,positive
1559,"দ্বিতীয়বারের মতো আমার পাদদেশে,  আমার দিকে তাকাতে লাগলো যাতে আলোকে সামঞ্জস্য করতে পারি।",service,negative
1560,খাদ্য্যের প্রস্তুতি ভাল ছিল এবং সেবা নিখুঁত।,food,positive
1561,খাদ্য্যের প্রস্তুতি ভাল ছিল এবং সেবা নিখুঁত।,service,positive
1562,"চিংড়ি দিয়ে কুরি নুডলস সাথে থাই মসলাযুক্ত  করে তাদের সেরা খাবারটি তৈরু করুন - একটি ডিশ যা ২3.95 ডলারের বেশি হবে, তবে এটি $ 16 এখানে।",food,positive
1563,"চিংড়ি দিয়ে কুরি নুডলস সাথে থাই মসলাযুক্ত  করে তাদের সেরা খাবারটি তৈরু করুন - একটি ডিশ যা ২3.95 ডলারের বেশি হবে, তবে এটি $ 16 এখানে।",price,positive
1564,"ভাল,অন্ধকার আবহ এবং সঙ্গীতের একটি চমৎকার মিশ্রন।",ambience,positive
1565,"আমার স্বামী বলেছিলেন যে অংশটি খুব ছোট ছিল, কিন্তু যদিও আমার প্রধান কোর্সটি ভাগ করা হয়েছিল তবে এটা  আমার জন্য ভাল ।",food,negative
1566,কিন্তু থাই অবশ্যই স্পষ্টভাবে মহান  নয় - নমনীয় এবং অবিভাজিত।,food,negative
1567,এই থাই রেস্টুরেন্ট থেকে দম্পতি শ্রীরামপুর থেকে দূরে চলে যায় (অন্য সুস্বাদু থাই রেস্টুরেন্ট),anecdotes/miscellaneous,neutral
1568,"গোষ্ঠীর জন্য মহান, একটি তারিখ জন্য মহান, প্রাথমিক ব্রাঞ্চ বা একটি নিঘটকাপের জন্য মহান।",ambience,positive
1569,অস্থায়ী সাংহাই শৈলী এবং আমি নিউ ইয়র্কের একটি ভাল সাংহাই স্থান সুপারিশ করতে পারি ,ambience,positive
1570,আমাদের বন্ধুত্বপূর্ণ সার্ভার চমৎকার খাদ্য পরামর্শ তৈরি করে এবং মদ এবং পনির জন্য বিভিন্ন পেয়ারিং সুপারিশ করার জন্য একটি ওয়াইন স্টুয়ার্ড এবং টয়াগার থেকে টেবিলে উভয় পাঠানো হয়।,service,positive
1571,সম্ভবত শেষ সমালোচক (যিনি বলেছিলেন মনোযোগের সঙ্গে চিকিত্সা করেছেন) একটি সমান্তরাল মহাবিশ্বের মধ্যে বসবাস করি কারণ আমি কখনোই Yasuda এ কোন নিখুঁত অভিজ্ঞতার সম্মুখীন হয়নি।,anecdotes/miscellaneous,conflict
1572,"যে বলেন, আমি ভেবেছিলাম ফেডেলি পদক্ষেপ ছিল  সেরা ডাইনিং এর  এক অভিজ্ঞতা ।",anecdotes/miscellaneous,positive
1573,এই রেস্টুরেন্টের সম্পর্কে সবকিছুই বিশেষ ভাল ছিল।,anecdotes/miscellaneous,positive
1574,"কারণ আমাদের একটিও সংরক্ষণ ছিল না, আমরা ফিরে শুধুমাত্র  বাগানে বসতে পারি, কিন্তু এটি ছিল বেশ ভাল, নির্জন এবং চমৎকার আবহাওয়ার ",ambience,positive
1575,নিজেকে জাপানি খাদ্যের সঙ্গে মানিয়ে চলা একটি বিরল বিষয়।,food,neutral
1576,যে কোনও সংস্থার একটি সঠিক বিবরণ দিতে আমি  যথাসাধ্য চেষ্টা করেছি।,anecdotes/miscellaneous,neutral
1577,যদিও খাদ্য ভাল ছিল (অবশ্যই কোন Il Mulino) পরিবেষনা ছিল বিশ্রী।।,food,positive
1578,যদিও খাদ্য ভাল ছিল (অবশ্যই কোন Il Mulino) পরিবেষনা ছিল বিশ্রী।।,service,negative
1579,এটা ব্যয়বহুল কিন্তু  টাকার ভাল মূল্য।,price,conflict
1580, আপনি যে পরিষেবা  আশা করেন  এই মূল্যে একটি যৌথ বিভাগে থেকে তা দেয়া হয় না।,service,negative
1581,আমাদের পরিবার একটি রেস্টুরেন্ট থেকেএমন অবিশ্বাস্য বিনোদন আশা করেননি,ambience,positive
1582,আমি যদিও সপ্তাহান্তিক কালের  ছুটির সুপারিশ করিনি।,anecdotes/miscellaneous,neutral
1583,শহর অনেক থাই জায়গা আছে কিন্তু এতদূরে Toons # 1।,anecdotes/miscellaneous,positive
1584,লাঞ্চে  জন্য পিজা খুব ভাল।,food,positive
1585,খাবারটি খুবই ব্যয়বহুল ছিল (আমরা দুপুরের খাবার জন্য 160 ডলার খরচ করেছি) কিন্তু অত্যন্ত সুস্বাদু,food,positive
1586,খাবারটি খুবই ব্যয়বহুল ছিল (আমরা দুপুরের খাবার জন্য 160 ডলার খরচ করেছি) কিন্তু অত্যন্ত সুস্বাদু,price,negative
1587,আমি মনে করি না যে আমাকে আবার যেতে হবে।,anecdotes/miscellaneous,negative
1588,আমদের আট জনের একটি গ্রুপ  ছিল  এবং বেশ ভাল ।,service,positive
1589,আমদের আট জনের একটি গ্রুপ  ছিল  এবং বেশ ভাল ।,anecdotes/miscellaneous,neutral
1590,এবং এটা কোনও কৃতিত্ব নয় ...,anecdotes/miscellaneous,neutral
1591,আমি প্রায়ই আমার পরিবারের সাথে সেখানে খেতে যাই,anecdotes/miscellaneous,neutral
1592,আমি প্রায়ই আমার পরিবারের সাথে সেখানে খেতে যাই,anecdotes/miscellaneous,negative
1593,"লক্ষণ, বিশেষ মেনু, খাদ্য এবং এমনকি সব কর্মচারী  সব সম্পূর্ণরূপে জাপানি ।",food,positive
1594,"লক্ষণ, বিশেষ মেনু, খাদ্য এবং এমনকি সব কর্মচারী  সব সম্পূর্ণরূপে জাপানি ।",service,positive
1595,"লক্ষণ, বিশেষ মেনু, খাদ্য এবং এমনকি সব কর্মচারী  সব সম্পূর্ণরূপে জাপানি ।",ambience,positive
1596,আমার জন্য কোন পিজা 33!,anecdotes/miscellaneous,negative
1597,"আমি তাদের মজাদার scallopরোল পছনদ করি  , এবং আমার প্রেমিক ধারাবাহিকভাবে তিলের চিকেন খায়।",food,positive
1598,"আমি কোনও খাদ্য সমালোচক নই, তবে গত 11 বছরে আমি  এনওয়াইতে  বসবাসরত  সময় একটি ছোট্ট অভিজ্ঞতা পেয়েছিলাম।",anecdotes/miscellaneous,neutral
1599,আমি লক্ষ করেছি এটি টাকার হিসাব অতিক্রম করেছিল।,anecdotes/miscellaneous,neutral
1600,"বলার অপেক্ষা রাখে না, আমি কখনোই ফিরে যাব না এবং আপনাকেও সতর্ক থাকতে হবে।",anecdotes/miscellaneous,negative
1601,শ্রেষ্ঠ খাদ্যের পদ   Nori আবৃত- টুনা,food,positive
1602,খাবার একেবারে অদ্ভুত ছিল !!,food,positive
1603,কিছু সার্ভার আপনাকে  মনে করেন যে আপনি খাদ্য আনতে পক্ষপাত করছেন।,service,negative
1604,"ফাস্ট ফুড জয়েন্টগুলোতে একটি চমৎকার বিকল্প এবং ক্রম কিন্তু, খাদ্য ছিল সামান্য হতাশাজনক।",food,negative
1605,"ফাস্ট ফুড জয়েন্টগুলোতে একটি চমৎকার বিকল্প এবং ক্রম কিন্তু, খাদ্য ছিল সামান্য হতাশাজনক।",anecdotes/miscellaneous,positive
1606,সামগ্রিক খাবারের জন্য মায়ামমেট ইন সত্যিই ভাল একটি  ভাল রেস্টুরেন্ট।,anecdotes/miscellaneous,positive
1607,সামগ্রিক খাবারের জন্য মায়ামমেট ইন সত্যিই ভাল একটি  ভাল রেস্টুরেন্ট।,food,positive
1608,আমি কোণার কাছাকাছি কাজ করি এবং প্রথমবারের জন্য একজন সহকর্মীকে সঙ্গে নিয়ে এটি চেষ্টা করি।,anecdotes/miscellaneous,neutral
1609,আমি আমার প্রেমিক এবং অন্য দম্পতি  সহ এখানে গিয়েছিলাম।,anecdotes/miscellaneous,neutral
1610,কর্মীরা মনোযোগী এবং বন্ধুত্বপূর্ণ।,service,positive
1611,আপনি সবকিছু খেতে পারেন লেনদেন সত্যিই আশ্চর্যজনক এখানে।,price,positive
1612,"এটি একটি সমস্যা যেহেতু আমরা প্রায় 20 টাকায় একটি ডিশের জন্য দিয়েছি, এবং একটি সুস্বাদু  স্বাদ পেতে 5 টি খাবারের অর্ডার দিতে হয়েছিল।",food,negative
1613,"এটি একটি সমস্যা যেহেতু আমরা প্রায় 20 টাকায় একটি ডিশের জন্য দিয়েছি, এবং একটি সুস্বাদু  স্বাদ পেতে 5 টি খাবারের অর্ডার দিতে হয়েছিল।",price,negative
1614,"এটি অবশ্যই একটি জায়গা যা সেরা অভিজ্ঞতা প্রদান করে, যদিও,  রাস্তার পাশে হাঁটে এ-তালিকার মানুই উভয়ই ।",anecdotes/miscellaneous,positive
1615,তারা যেমন প্রতারক ছিল ( ভাপে রাঁধাচারটি ছোট মাংসের চপ জন্য $8.95 ) এবং চেষ্টা করার যোগ্য না।,food,negative
1616,তারা যেমন প্রতারক ছিল ( ভাপে রাঁধাচারটি ছোট মাংসের চপ জন্য $8.95 ) এবং চেষ্টা করার যোগ্য না।,price,negative
1617,প্রথমে জায়গাটি খুঁজে পেতে  এটি আমাদের কাছে দীর্ঘ সময় নেয়,anecdotes/miscellaneous,negative
1618,সব পিজা মজার  এবং  এমনকি দামও ভাল!,food,positive
1619,সব পিজা মজার  এবং  এমনকি দামও ভাল!,price,positive
1620,"এটি খাদ্য এবং আবহ সম্পর্কে, এবং কিভাবে এটি ভয়ঙ্কর হবে শুধুমাত্র  একটি নিষ্ক্রিয় ইঞ্জিন দাড়া আমরা  কল্পনা করতে পারি  ।",food,negative
1621,"এটি খাদ্য এবং আবহ সম্পর্কে, এবং কিভাবে এটি ভয়ঙ্কর হবে শুধুমাত্র  একটি নিষ্ক্রিয় ইঞ্জিন দাড়া আমরা  কল্পনা করতে পারি  ।",ambience,negative
1622,খাবার ভাল ছিল।,food,positive
1623,"আমরা আটলান্টিক এভিনিউ এবং চতুর্থ সড়কগুলির মধ্যে থাই রেস্তোরাঁর প্রতিটিতে যাই, এবং জয়া সবার সেরা।",anecdotes/miscellaneous,positive
1624,"অবিলম্বে আমরা মূল্য পরিশোধ করার পর, ওয়েটার টাকা নিয়ে গেল এবং বলল, ঠিক আছে, আপনার এখানে থাকতে পারেন।",service,negative
1625,"ডাইনিং রুম শান্তভাবে মার্জিত কোন সঙ্গীতের চিৎকার ছিলনা ,কতটা স্বস্তিদায়ক",ambience,positive
1626,"অবশ্য স্বীকার করি,  বিশাল আকারের মাছের টুকরার জায়গা এই প্লেটটিতে নেই   (এবং আমার মতে ভগবান্) কিন্তু সহজ, মার্জিত সুশি নিউইয়র্ক বা মার্কিন যুক্তরাষ্ট্রের কোথাও কোন স্থানে নেই।",food,positive
1627,আমি একজন কঠিন রিদয় এর প্রেমিকা,anecdotes/miscellaneous,positive
1628,"একবার আপনি  নিয়মিত হয়ে গেলে, আপনাকে একজন হিসাবে গণ্য করা হয়।",service,positive
1629, সীফুড  প্রেমীদের জন্য মেনুতে ব্যাপক বৈচিত্র্য আছে মনে হচ্ছে এবং তাদের প্রস্তুতি আকর্ষণীয় ছিল,food,positive
1630,প্রত্যেকেরই আপনার আচরণ ভালো লাগে যে আপনি পরিবারের অংশ ছিলেন।,service,positive
1631,শুরু করার জন্য শিমুল ব্রুসচেট্লা অবিশ্বাস্য ছিল   এবং পাস্তা অসাধারণ ছিল।,food,positive
1632, পরিশোধ্য মেনুর সবটাই ভাল খাওয়া দ্বারা সীমাবদ্ধ।,food,conflict
1633,মেনুতে ওয়েবসাইটের মত  কিছুই নেই।,food,negative
1634," ভাল খাদ্য,ভাল পরিকল্পনা এবং চমৎকার পরিবেশনা।",food,positive
1635," ভাল খাদ্য,ভাল পরিকল্পনা এবং চমৎকার পরিবেশনা।",service,positive
1636," ভাল খাদ্য,ভাল পরিকল্পনা এবং চমৎকার পরিবেশনা।",ambience,positive
1637,"আমি একটি কৌতুকের ভৃত্যকে জিজ্ঞেস করলাম, একটি লোটাস পাতার চালে আবৃত এবং সে রাতে জবাব দিলো এবং শুধু দূরে গিয়েছিলা",service,negative
1638,এসইএ এত জনপ্রিয় হয়ে উঠেছে যে তারা তাদের মাথায় যেতে দিয়েছে।,anecdotes/miscellaneous,negative
1639,আমরা একটি বুধবার রাতে গিয়েছিলাম এবং অবিলম্বে বসে ছিলাম।,service,positive
1640,এই শহরে  চেন্নাই গার্ডেন আমার প্রিয় ভারতীয় রেস্টুরেন্ট।,anecdotes/miscellaneous,positive
1641," অপেক্ষমান কর্মচারীরা খুব বন্ধুত্বপূর্ণ, তারা মনে করেন যে আপনি একটি বন্ধুত্বপূর্ণ সামান্য ইউরোপীয় শহরে খাচছেন।",service,positive
1642,ওহ হ্যাঁ কখনও পশ্চিম দিকে তাদের বোনের রেস্টুরেন্ট শিল্পী ক্যাফেতে যেতে পারেন।,anecdotes/miscellaneous,positive
1643,(এর পাশাপাশি এই শহরের কাছাকাছি আরও রেস্টুরেন্ট হওয়া উচিত)।,anecdotes/miscellaneous,positive
1644,আমার রুমমেট এবং আমি এই জায়গা পছন্দ করি।,anecdotes/miscellaneous,positive
1645,"কমীরা সব খুব ব্যস্ত, এটি অসাধারণ পরিষেবা  না, কিন্তু আমি কখনও রূক্ষভাবে মোকাবিলা করিনি।",service,conflict
1646,আমি জাপানে 7 বছর ধরে বসবাস করেছি এবং খাবারের স্বাদ এবং রেস্টুরেন্ট জাপানে ফিরে আসার মতো অনুভূতি জাগায় ।,food,positive
1647,আমি জাপানে 7 বছর ধরে বসবাস করেছি এবং খাবারের স্বাদ এবং রেস্টুরেন্ট জাপানে ফিরে আসার মতো অনুভূতি জাগায় ।,ambience,positive
1648,এটা মূল্যবান নয়,anecdotes/miscellaneous,negative
1649,"সন্ধ্যায়, এই জায়গাটি একটি ভাল পোষাকে আকৃষ্ট হয়, , সঙ্গে, NY ভিড়।",anecdotes/miscellaneous,neutral
1650,"এখানে তাদের সবই আছে - ভাল মূল্য, খাদ্য, এবং সেবা।",food,positive
1651,"এখানে তাদের সবই আছে - ভাল মূল্য, খাদ্য, এবং সেবা।",service,positive
1652,"এখানে তাদের সবই আছে - ভাল মূল্য, খাদ্য, এবং সেবা।",price,positive
1653,"খুব কাছাকাছি, কিন্তু যথেষ্ট ভাল না।",anecdotes/miscellaneous,conflict
1654,এই মঙ্গলবার রাতে ছিল।,anecdotes/miscellaneous,neutral
1655,গাড়ী ছাড়া যাওয়া কিছুটা ঝামেলার  (যখন আমি ইনউইড এ  বাস করতাম)।,anecdotes/miscellaneous,negative
1656,"অত্যন্ত স্বাদের , এবং মেনু বিস্তৃত ছিল।",food,positive
1657,"খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!",food,positive
1658,"খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!",service,positive
1659,"খাবার চমৎকার ছিল, এই সেবাটি সৌজন্যপূর্ণ এবং ব্যক্তিগত ,এবং সেই পরিবেশ সম্পর্কে!",ambience,positive
1660,"এই জায়গাটির ভাল অভ্যন্তর আছে যা আমি ওয়বারের উত্তরপথের যে কোন স্থানে দেখেছি এবং আপনি যে কাউকে এখানে নিয়ে আসবেন, সেটি প্রভাবিত করবে।",ambience,positive
1661,খাদ্য সরবরাহ সারা বছর ধরে সামঞ্জস্যপূর্ণ  ছিল এবং এটি আপনাকে কখনো নিচে নামাবে না ।,food,positive
1662,আমি সন্তুষ্টির জন্য বিভিন্ন সশিমী প্লেটের সন্ধান পেয়েছি - যা তাজা এবং সুস্বাদু।,food,positive
1663,"এবং আপনি আমার অধীনে কি  পড়েছেন ভুলেযান, আবহাওয়া অন্যান্য দিনের থেকে খারাপ না।",ambience,neutral
1664,"আপনার সময়, বা অর্থ অপচয় করবেন  না !!",anecdotes/miscellaneous,negative
1665,"তারা গ্রাহকের স্বাস্থ্যের প্রতি বেশি মনোযোগী  না, শুধু অর্থ উপার্জন করতে চায়",anecdotes/miscellaneous,negative
1666,"আমরা আমাদের আলাপটি বহন করতে পারিনি কারণ আমরা ওয়েট্রেস এবং চাকরদের নিয়মিতভাবে বাধা দিয়েছিলাম এবং নির্দেশ দিয়েছি যে আমরা খুব বেশি সময় কাটিয়েছি - আশ্চর্যজনক, আমরা কেবল বসে ছিলাম।",service,negative
1667,কখনও কখনও আমি ভাল খাবার এবং ঠিকঠাক পরিষেবা পাই,food,positive
1668,কখনও কখনও আমি ভাল খাবার এবং ঠিকঠাক পরিষেবা পাই,service,neutral
1669,আমরা শুধু কাইতেখেয়েছি এবং হতাশ হয়েছি।,anecdotes/miscellaneous,negative
1670,"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",food,neutral
1671,"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",ambience,negative
1672,"এটি এমন ব্যক্তিদের জন্য একটি জায়গা যেখানে  মধ্যস্বত্বভোগী খাবারের জন্য তরা প্রচুর পরিমাণে অর্থ প্রদান করে,শব্দ এবং একটি সুযোগ  রয়েছে  সেতু এবং সুড়ঙ্গপথের সহকর্মী লোকজনের",price,negative
