Text,Polarity
 তাদের কে দেখে মনে হয়না খারাপ ভদ্র পরিবারের সন্তান মনে হয় মা বাবার অবাধ্য সন্তান জরিমানা দিয়ে পার পাবে এখন যথাযত ব্যবস্থা না নিলে জংগি গ্রুপে নাম লেখাতে পারে কারন আওয়াম বিনপি জংগির অন্তভুক্ত ,negative
 পাছার উপর কিছু বেতের বাড়ি দিলে আরো ভালো হতো ,negative
 এরকম না করলে মেয়েরা ঠিক হবে না ,negative
 হয়রানির কারন একটাই হতে পারে পর্দা ছাড়া চলাফেরা  ,negative
 এসব গুজব বলে শুধু বাংলাদেশী অনলাইন নিউজ পোর্টালগুলোতে সস্তা ঝর তুলতে পারবে বাস্তবে আমেরিকাতে কিছুই হবেনা ,negative
 দাবি সত্যি না হলে হিলারি কে অবশ্যই ডিম থেরাপি দিতে হবে যাতে সারাজীবন মনে থাকে  ,negative
 হিলারী হলেও বাংলাদেশের কিছুই যায় আসেনা আর টার্ম হলেও বাংলাদেশের কিছুই যায় আসেনা তবে সত্যিই হল এই টার্ম যুক্তরাষ্ট থেকে সকল মুসলমানদের বিতাড়িত করবেন এই নির্বাচন ইসতেহার অনুযায়ী করবে বাস্তবায়ন ,negative
 সময়ের কন্ঠস্বর এর এডমিনের উচিত কাঁঠাল পাতা খাওয়া কারন সে একটা ছা গ ল ,negative
 হিলারি নিজেই যেখানে নির্বাচনের ফলাফল মেনে ট্রাম্পকে অভিনন্দন জানিয়েছে সেখানে বাংলাদেশের কিছু আবাল মিডিয়ার মানতে খুব কষ্ট হচ্ছে ,negative
 এটাতো মুটামুটি নিশ্চিত তথ্যএবার দেখার পালা এত ভোট পেয়েও হিলারী হারলো কেন তা তদন্ত হওয়া দোষর কি আছেলক্ষ হাজর বেশী পান হিলারী যা যুক্তরাস্ট্রের ইতিহাসে বিরল ঘটনা তাকে নিশ্চত রুপেই কারচুপির মাধ্যমে হারানো হয়েছে ,negative
 বাংলাদেশের নিউজ পোর্টাল গুলা ভালোই পারে অসময়ে কিছুটা হলেও হাসির খোড়াক জোগায় ,negative
 স্টার জলসা বন্ধ করার প্রতিবাদ করুন  যেটা বন্ধ করতে বলছেন সেটা তো আপনাদের ব্যবস্যা লাভের জন্য  দেশের মানুষের কথা ভাবুন ভারতীয় চ্যানেল বন্ধ করুন  ,negative
 শালা ভূয়া খবর না দিয়ে বাড়ী গিয়ে ছাগলের চাষ কর তাতেকরে দেশের মানুষের কাজে আসবে ,negative
 ধোনের কথা বাদ দাও শালারা কিছুই হবে না বালের খবর বাংলাদেশেই খালি পাওয়া যায় ,negative
নিউজ না দে মানুষকে বাজে নিউজ ,negative
 বাংলাদেশ যে কখনো উন্নত হবে নাতা এসব নিউজ দেখে অনুধাবন করা যায় ,negative
 গাঁজাখুরী গল্প বাংলাদেশের নির্বাচনে চলে পাঠকদের বলছি এটি মার্কিন নির্বাচন ,negative
 নিশ্চয়ই আজকে এডমিন গাঁজা খেয়েছে ,negative
 ভুয়া কথা মিডিয়ার যত দালালী ,negative
 এবার জমবে মজানা মোটেও না ,negative
 এমন খবর লেখে যে আমরা বুকা ,negative
 হারাইয়া দিল মাশরাফি বাহিনী আর সেই খুশিতে নাচতাছে সারা বাংলাদেশ ,positive
 সরকারের বিবিন বাহিমনিই এক মাএ ভরসা ,positive
 অসাধারণ লাগছে ভাই এবং ভাবি ,positive
 আপনা অনেক শান্তিতে আছেন আমি চাই শান্তিতে থাকুন আপনারাওত মানুষকিন্তু মিয়ানমার দেখুন আপনাদের ধর্মের লোক দ্বারা মুসলমানরা কি গণহত্যার শিকার হচ্ছেআপনি তার প্রতিবাদ করোণ ,positive
 ভারত সত্যি বছর পিছিয়ে আছে ,positive
 আমি জানি আল্লাহর অশেষ রহমতে আমার দল মেসি জিতবেন সবাই দোয়া করবেন ,positive
 আজকের খেলায় বলে বেটে না জললে ফিল্ডিং জলস এতে আমরা খুশি ,positive
 আশা নিয়েই তো বেচে আছি ,positive
 ইহা আসলেই একটি দূর্দান্ত ছবি অসাধারন মুখ ভঙ্গি আর চোখের দৃষ্টি মিষ্টি মুখের হালকা দুষ্টু হাসিতে চেহারা আরো বেশি ফুটে উঠেছে চুলের স্টাইল ত বলতে হয় না আর পোষাকের তো যেমনী রং তেমনী ডিজাইন সব মিলিয়ে অসাধারন লাগছেএমন পোজ জাতি আগে দেখে নাইছবিটির অসাধারন ব্যাকগ্রাউন্ড আমার মনকে ছুয়ে গেছে ছবিটি ক্যামেরার অসাধারন ব্যবহার হয়েছে সঠিক জায়গা থেকে সঠিক ভাবে ফোকাস এবং ফ্রেমিং করা হয়েছে এই ছবিটি যে তুলেছে তাকেও ধন্যবাদ জানাই আর এই ছবির এডিট ছবির মাহাত্ব্য আরো বাড়িয়ে দিয়েছে মডেল হিংসার কারণ ,positive
 সাকিব ভাই বাবুকি নিয়ে পিকটা অসাধারন সুন্দর হইছে ,positive
 বাংলা দে শের মত নিবাচন চাই তাহ লে ট্রাম্প জিত বে ,positive
 জি অবশ্যই উদ্বার কার্যক্রম আরো জটিল এবং ধীর করার জন্য আরও নারি নিয়োগ দেয়া দরকার ,positive
 এত দিনে এক টা ভাল কথা বললেন ,positive
 আল্লাহ্ সব কিছু করতে পারেন ,positive
 আমরা সৃষ্টিকর্তাকে চিনি জানি ও মানি বলেই অমুসলিমরা অধিক সহনশিল ও শান্ততা নাহলে আপনাদের সাথে যুদ্ধ লেগেই থাকত ,positive
 আহ্ কত সুন্দর একটা নিউজ দিছে ,positive
 যারা ভালো খেলবে তারাই জয়লাভ করবে এটাই খেলার নীতি তবে ভাগ্যকেও প্রধান্য দিতে হবে ,positive
 ভাই ফাটায়া দিছেন এক্কেবারে সহমত ,positive
 হে রাব্বুল আলামিন আল্লাহ আপনি দয়া করে মিয়ানমার অসাভ্য জাতির হাত থেকে রোহিঙা মোসলমানদের হিফাজত করুন আমিন ,positive
 চাঁদে দেখা মিলল এলিনের যে কারনে নাসা বন্ধ করেছে চাঁদে যাওয়ার অভিযান দেখুন ভিডিওটি ,positive
 ওই মিয়া চুড়ান্ত খবর দিন লাগবে আরো জাস্ট টা এলকার খবর এল টায়হিলারি অবশ্য ট্রাম্প ভোটে এগিয়ে আছে ,positive
আর আমরা টিভির সামনে বসে সেটা উপভোগ করছি ,positive
 তারাই আগামিতে ডাক্তার হবে এবং আমাদের থেকে টাকা করে ভিজিট নিবে ,positive
 তাসকিন নয় আল আমিন কে চায় মোশারফ নয় নাছির এবং মাহামুদুল্যলা কে লোয়ারে ফিনিশার হিসাবে দেখতে চায় ,positive
 অভিনন্দন বাংলাদেশ অভিনন্দন বাংলাদেশ ক্রিকেট দল অভিনন্দন সাকিব আল হাসান অভিনন্দন অসাধারণ ক্রিকেট ,positive
 ভাই আমাগো টাংগাইলা পোলা দেখিয়ে দিছে একাই একশ ওর মত জাতীয় দলে খেলোয়ার দরকার ,positive
সাংবাদিক দেখি সাংগাতিক খবর দিল সালারা আর কোন ভাল খবর তদের কাছে নাই ,negative
 কথায় আছে যত গর্জে তত বর্ষে না ,negative
 এসব বাল ছাল খবর না দিয়ে ভাল কিছু দেন ,negative
 ছাগলগুলো লেখার বিষয়বস্তু না পেয়ে আজগুবি সব কাহিনী প্রচার করছে  ,negative
 যা ঘটার ঘটেগেছে এখন নতুন করে আর কিছুই ঘটবে না  ,negative
 আর কোন খবর নাই ফালতো ,negative
 আমাদের সাংবাদিক ভাইয়েরা পাগল হয়ে গেছে ,negative
 তোরা বাংলাদেশের মিডিয়ারা ফালতু  ,negative
 পংগা মারুক হিলারি গহা মারুক ,negative
 এক লেডি হিটালার এর জালায় বাছি না আরেক ,negative
 আচুদা দেশ যেখানে জনগনের ভোটের কোন মুল্য নাই ,negative
 এমিরিকা কি মুসলিমদের কিবলা নাকি যে সেখানে মুসলিম দের থাকতেই হবে বরং মুসলিমদের লজ্জা থাকলে ঐ কাফের দের পায়ের নিচথেকে বের হয়ে মাথা উচু কোরে দারানো উচিৎ ,negative
 সম্ভাবত এমনটা আশা করা ভুল কেননা যুক্তরাষ্ট্রেের মানুষ নারী নেতৃত্ব পছন্দ করেন না যদি যুক্তরাষ্ট্র নারী নেতৃত্ব পছন্দ করত তাহলে ভোটে জয়ী হওয়ার পর ও কেন হিলারী প্রেসিডেন্ট হতে পারল না যুক্তরাষ্ট্রের জনগন নারী নেতৃত্বকে গৃনা করেন বিদায় একটি পাগলকে যুক্তরাষ্ট্রের প্রেসিডেন্ট বানিয়েছেন  ,negative
তাহলে সুষ্ঠু নির্বাচনের মাধ্যমে জয়ী হনযেন কেন্দ্র দখল না করেন রাতের বেলা ভোট না হয় তাহলে বুঝব  ,negative
 এতো জনতা পাইলা কই সবাইরেতো পাছায় বাশ দিয়ে রেখেছ আবার কয় জনগন ই তার সেনাবাহিনী ,negative
এবার দরকার নাই কারন নিজে আলীগের ,negative
 ভোর পাঁচ চার মধ্যে ভোট সেস হবে এইটা সকলে জানে ,negative
 চাপা বাদ দেন দেশের মানুষের কথা ভাবুন ,negative
আল্লাহ তাদের হেফাজত করুন  ,positive
 হাম্মম দারুন উত্তেজনাকর ম্যাচ ছিল আর তোমার মঈন ধর্মসেনার লড়াই ছিল আরও দুর্দান্ত ,positive
 চীন ত অলরেডি সামরিক সহযোগী করেছে রাশিয়া হতে যুদ্ধবিমান কিনেছে বাংলাদেশ সেনাবাহিনীর জন্য ক্রয় করা হয়েছে উন্নতমানের সমরাস্ত্র আরো বিলিয়ন ডলার বিনিয়োগ করা হয়েছে উন্নতদেশগুলোর সাথে সমরাস্ত্র ক্রয়ের জন্যআনন্দ বাজার পত্রিকা এমনই একটি রিপোর্ট করেছিল আগামী বছরে বাংলাদেশ হবে প্রধান সামরিক শক্তি দেশ গুলোর একটি যার জন্য সবার বাংলাদেশের উপর নজর এই নজরটা যেন সুনজর হয় এটাই আমাদের কাম্য ,positive
 মিম দিদি আমি কেমন আছেন আমি তোমাকে খুব খুব বেশি বশি ভালোবাসি আমি জানি আপনে রাগ করবেন ,positive
 ইনশাআল্লাহ আগামীতে ভালবাবে খেলায় ফিরে আসবে বাংলাদেশ ,positive
 ভালো লাগছে আরো সংবাদ দিয়ো ,positive
কারন দুনিয়াটা হল মুসলমানদের জন্য ইমানী পরীক্ষা শত কষ্ট নির্যাতনের মুখেও যিনি এক আল্লাহর উপর বিশ্বাস অটুট রাখতে সক্ষম তিনিই হবেন মহান স্রষ্টার সরল পথে সাফল্য অর্জনকারীদের অন্তর্ভুক্ত ,positive
 সরকারের কাছে আবেদন আপনে তাদের একটু জায়গা দেনতাদেরও বাচার অধিকার আছে তারা আমাদের ভায়ের মততারচেয়ে বড় তাদের পরিচয় তারা মুসলিম ,positive
 এদের কে আলাদা রাষ্ট্র করে দেয়া হোক ,positive
 বিজিবি যেটা পারেনি পাকিস্তান সেটা পারে ,positive
 ফেরাওনের জন্ন দুয়া করলে ফেরাওন লগেই হাসর হইব সাবধান মোসলমান হইলে মোসলমানদের জন্ন দোয়া করবেন আল্লাহ খুসি হবেন ,positive
 তুমিই গর্ব তুমিই অহংকার সাকিব্বাই ,positive
 মাঠের শুধু জন খেলোয়ারের ক্যাপ্টেন না তুমি সারা জাতির ক্যাপ্টেন তুমি কোটি মানুষের চোখের মণি তুমি ,positive
 আমার পচন্দের প্রিয় অনুষ্টানটি ইত্যাদি ,positive
 আমি মনেকরি এমতাবস্থায় বাংলাদেশের সরকারকে অস্থায়ীভাবে রোহিঙ্গাদের থাকার ব্যবস্থা করে দিক ,positive
 রোহিঙ্গাদের ভারতে চলে যাওয়া উচিততাহলে সবার টনক নড়বে ,positive
 ঠিকই আছে সব সময়তো ওরা সাধারন মানুষকে লান্চিত করে এবার বুঝুক কেমন লাগে ,positive
 আমি কামাল উদ্দিন কথার সাথে এক মত পোষন করিএই কথটা আমি বহুবার বলেছি যারা রোহি আশ্রয় দেওয়ার ব্যাপারে ব্যাকুল হয়ে গেছে তাদের কে ,positive
 আপনাকে হাজার হাজার সালাম ও অভিনন্দন এমন শাশুড়ি মা যেন ঘরে ঘরে থাকে  ,positive
 ভাইয়া সালাম নি বেনঅাপনার দীর্ঘায়ূ কামনা কর ছি ,positive
 ফেলানীর আত্মা শান্তি পাবে  ,positive
 এই একটা জিনিস যত দিন হানিফ স্যার আছেন ততোদিন ইত্যাদি থাকবে আর এটা পুরোন হবার নয় ,positive
 আল্লাহ অদের জন্য জান্নাত রেখেছেন হয় ত ,positive
 উপজাতিদের মত মুসলমানদের উচ্চতা কমাইলে ভালো হতো ,positive
 অাআল্লাহ্ তাকে জান্নত বাসি করুন ,positive
 এতদিন পর হুঁশ হলো যাক তাও তো হয়েছে এইভাবে জণতার মনের কথা বলবেন জনগণও ভালোবাসবে আপনাদের ৷ কারো চোখ রাঙানিতে ভয় না পেয়ে জনগণের প্রানের দাবি তুলবেন জনগণও দেখবেন প্রয়োজনে তুর্কিদের মতো ট্যাংকের তলায় চলে যাবে ৷ এভাবেই সত্য কথা ভয়ডরহীন ভাবে বলে যাবেন আশা করি ৷ ,positive
উম্মতে মোহাম্মদীকে সঠিক বুঝ দান করেন ,positive
 আগে ছিল জনতা এখন আর জনতার নেই তোমাদের পাশে এইটা বুয়া কথা জনগন এখন বি এন পির পাসে আাছে ,negative
 ক্ষমতাসীন দল কারচুপির জন্য এই কথাই বলে ,negative
 অবশ্য সুষ্ঠ নির্বাচনের সার্থে সেনাবাহিনির পোয়োজন আছে ,negative
 সে রকম নয় কথাটা এরকম লাখো সন্ত্রাসী আমার সেনাবাহিনী ,negative
 বেহায়া মার্কা নৌকা পাইছেন তু তাই ,negative
 না আইবি এখন ভারতের দালাল হাসিনা আর গড পাদার শামিমের সহ যুগি ,negative
ক্ষমতায় না থাকতা তবে সেনাবাহিনি লাগতো ,negative
 ভোটের সময় জনগন ভোটের পরে চিনি না ,negative
 আপনাদের লাঠিবাহিনি আছে তাই সেনাবাহিনীর দকরার নাই ,negative
 এখন তো শামিম ওসমান ভাই তাই লাগবে না ,negative
 আপনারা আমলিগ মানিশ না বুজলেন জদি বুকে সাহস থাকে পোন নমবর দেন ,negative
 জনগণ এখন সব বুঝতে পাড়ে চাপার দরকার নেই  ,negative
 মৃত্যুকে ভয় করুন সত্যের পথে ন্যায়ের পথে ফিরে আসুন ,negative
 আইভির ভোট ডাকাতি করার ইচ্ছা আছে ,negative
 আপনে যদি হেরে যান তাহলে মনে করবো শামিম ওসমান কে সাথে নিয়া নির্বাচন করছেন তাই হেরে গেছেন কারন মানুষ সন্ত্রাস পছন্দ করে না  ,negative
 তাতো বটেই আওয়ামীলীগ থেকে নমিনেশন পেলে তো নির্বাচনে কিছুই লাগেনা সেনা বাহিনীরর তো কোন প্রয়োজন নেই এখন লাখো জনতা রাতারাতি সেনাবাহিনী হয়ে গেছেন রাজনীতিবিদদের যে ভোল পাল্টাতে সময়য় লাগেনা তা আবারোও বোঝালেন ,negative
বিগত বছর আপনার এক রূপ দেখেছেন জনতা আগামীতে হয়ত আপনার স্বরূপ দেখা যাবে যান এগিয়ে আপনার জয় কেউ ঠেকাতে পারবে না ,negative
আওয়ালীগ সুষ্ট নিবাচন করলে পাস করা দুরের কথা ভোট চোখে দেখবে না ,negative
আওয়ালীগ সষ্টু নিবাচন করতে দেবে না আমরা জানি ,negative
 হাতের মুষ্ঠি ভিতরে না রাখলে জাদু দেখাতে পারেনা ঠিক তেমনি আমাদের সোনার বাংলাদেশের নির্বাচনও ,negative
 সামনি এখন ভোট না এখন হাজার জনতা এখন আরমি হবে আবার হাজার জনতা জামাই হহিবে ,negative
 বাংলাদেশ উল্টা খবর ছাড়া কি প্রচার করবে ,negative
 শালার মিডিয়া এই হিলারি আর ট্রাম্প ছারা আর কোন খবর কি নেই তোদে ,negative
 আজাইরা পেছাল পারতে ভাল লাগেনা যতসব বাজে খবর সময়ের কন্ঠস্বর ,negative
 নেইমার মারা গেলে টাকা দান করমু ,negative
 আহত শরীর নিয়ে হয়ত বেঁচে থাকা যায় কিন্তু আহত মন নিয়ে বেঁচে থাকা অনেক কষ্টের ,negative
 টাকা দিয়া ভুয়া সাটিফিকেট কিনছস তো তাই এই অবস্থা কষ্ট করে যদি ,negative
মানুষের ভালো মন্দ বিবেচনা করে তাদের উপকারে আসে এমন নিউজ প্রচার করতি রামছাগল ,negative
 ভুয়া খবর প্রচার করে নিজের বাপ মাকে গালাগালি খাওয়াতে কিযে মজা পাস বুজিনা ,negative
 এই সালাম মিথ্যা বাদী পত্রিকা সময়ের কন্ঠ মানুষ কে আর কত চোদূ বানাবে ,negative
 মিথ্যা কথা বলার জায়গা পাসনা ,negative
নাম্বার ওয়ান সাকিব আল হাসান ,positive
 এদেরকে আশ্রয় দেয়া হোকএকটা মুসলিম দেশ হিসেব এটা তাদের প্রাপ্য অধিকার তাই তাদেরকে তাদের অধিকার থেকে বন্চিত না করে তাদেরকে আশ্রয় দেয়া হোক ,positive
 এ কাজ করলে ভাল হয় ,positive
 আপনাদের গালিই প্রমাণ করে আমিই রাইট ,positive
 তোমার মতো তিল আমারও আছে ,positive
 আমার প্রানের একটি অনুষ্ঠান খুবই ভাল লাগে ,positive
 খুবই গুরুত্বপূর্ণ নিউজ এই নিউজ না পেলে তো বাংলাদেশের মানুষের জীবনটা ই বৃথা হয়ে যেত ,positive
 ওদের নিরাপত্তা বিধান করা হোক ,positive
 তোমাদের ধন্যবাদ জানাই আমাদের মাগুরা থেকে ,positive
 আপু তোমাকেনা আমি অকেক অনেক ভালোবাশি ভালোবাশি আমি তোমার ছবিগুলি দেখি এবং আরব দেশের মেয়েদের দেখাতে চেসটা করি ,positive
 এ আপনার আপন শক্তিতে জ্বলে উঠবে আর ম্যাচটা জিততে পারলে আপনার আজকের দারুন টা অনেক ভালোভাবে হয়ে থাকবে ,positive
 আল্লাহ তুমি রোহিঙ্গা মুসলিমদের রক্ষা করুন ,positive
 এটা আমার দাবি ছিল প্রথমে আমি স্ট্যাটাস দিয়েছিলাম অনেক আগ থেকে যখন ম্যাশকে নিয়ে এত মাতামাতি ছিল না তখনো তাকে নিরবে ভালোবেসে ছিলাম ,positive
 অযোক্তিক কোন কথা না বলাই ভালসম্মান দিলে সম্মান পাবে এটাই নিয়ম ,positive
 মাসাআল্লাহ অণেক মা মণির হাসি ,positive
 যত ভাল মত তত ভাল পথএটাই ধর্মির কথা ,positive
 সম্পদের প্রতি লোভ যার যত বেশি আল্লাহর প্রতি তার বিশ্বাস তত কম হযরত আলি রাঃ ,positive
নাক উঁচু পুরো ব্রিটিশ গোষ্ঠী আজীবন মনে রাখিবে ,positive
 সর্ব কালের সর্ব শেষ্ঠ ফানি পেইজ চুপ থাকবি  ,positive
 ভাই আপনার দীর্ঘআয়ু কামনা করছি ,positive
 টিম ম্যানেজারকে বলছি তাসকিন মোশারফকে বাদ দিয়ে নাসির তাইজুলকে নেওয়া হোক ভাল হবে বাংলাদেশ টিমের৷ ,positive
 আল্লাহ তুমি আমাদের হেদায়েত করো আমিন ,positive
 তামিম আর সাব্বিরের জন্য শুভ কামনা রইল ,positive
 সুন্দর ভিডিও আমাদের মাঝে তুলে দরার জন্য ধন্যবাদ ,positive
 এটা হরাম আসুন মহান নেতার জন্য সকলে দোয়া করি ,positive
 সত্যি সাকিব ভাই আজ আপনি আবার প্রমান করলেন কেন আপনি বিশ্বের সেরা অলরাউন্ডার ,positive
 জাতিসংঘ এর কাছে সমস্যর সমাধান চাওয়া এবং সমাধান করা সেটা তো সময়ের ব্যাপার তার আগে মানবতাকে রক্ষা করা জরুরী কাজেই নদীতে ভাসমান বনী আদমকে আশ্রয় দিতে হবে  ,positive
যথাযথ জায়গায় হাত রেখে পোজ ছবিটিকে আকর্ষনীয় ,positive
কত পরে কত দিলে হয় তারা জানে না ,negative
 গাজা খুরি কথা ওরে ভিসা দিয়েছে কে দেশের ,negative
 তুই মাঝ রাস্তায় সাইকেল নাকি বাসে গেসিস প্রমান আছে কোন রে আবাল ,negative
 অমানুষ শুধু মিথ্যা কথা লিখে ,negative
 ঐ বিয়াদাপ মানুষের কথা ভালো লাগে তোর এ সব ছারস ,negative
 গল্পে গাজার পারিমান একটু বেশি হয়ে গেছে মনে হয় ,negative
 মানুষ গুওচিনে ঘিও ছিনে পাগল বাচছা পাগল ,negative
 তুই মানুষ না ফানুষ রে ভাই ,negative
 আজাইরা কাম বাল ফোইতে গেছে ,negative
 এই বাভে যদি সফর করা যেত মানুষ আর লক্ষ লক্ক টাকা করছ করে বিদেশে যেত না ,negative
 মিথ্যা বাদী পত্রিকা সময়ের কন্ঠ ,negative
 ছাগলের বাচ্চা ছাগলই হয় তেমনি গাঁজাখোর ম্যারাডোনার ছেলে তো গাঁজাখোর তো হবেই ,negative
 বাপ কা বেটা গাজাখুর এর পোলা তো গাজা খাইব ,negative
 পুষা প্রাণির মায়া কটানো কঠিন কিন্তু টাকা দিয়ে তা পূরণীয় নয় ,negative
 তোমাদের কাছে খাবার চায় না একটু আশ্রয় চায়বাঁচার জন্য পৃথিবীটাকে আরকটু দেখার জন্য তারা রোহিঙ্গা না তারা মানুষ তারা মুসলিম পৃথিবীর সর্ব শ্রেষ্ঠ জাতি ,negative
 আমরা সব সময় দেখিতেছি এই বিষয়ে ইসলামী দলগুলো আন্দোলন করিতেছে কোন হিন্দু বৌদ্ধ কে প্রকাশ্য মানব বন্ধন বা প্রতিবাদ করিতে দেখিনি ,negative
 এই মন তোমাকে চায় এই মন তোমাকে চায় টিবি প্রত্রিকায় দেখলাম অসাম্পদায়িক মানুষ গুলো গলা ফাটিয়ে চিতকার করছে বার কাউনছিলের উকিলরা গলা ফাটিয়ে চিতকার করছে নাগরিক সমাজের মানুষগুলি প্রতিদিন গলা ফাটাচ্ছে আর আপনাদের চোখে সেটা পরছে না পরছে ঘরের কোনে বসে বসে সুজোগ সন্ধানীরা কথিত কিছু ধর্মিয় শিক্ষাপ্রতিষ্টানে এসির মধ্যে বসে বসে বলছে এটা উচিত নয় তাই না ,negative
 আপনিও চোখে মনে হয় কিছু দিছেন এরা যে মসজিদের ইমামকে হত ্যা করছে সেটা কি আপনি দেখনি শুনেন এটা হলো সন্ত্রাসী কর্মকাণ্ড এরা কারো জন্য ভালো নয় সব কিছুতে অন ্যদের অধিকার দেখেন কিন্তু আপনেরা মুসলিমদের উপর অত ্যাচার দেখেননা কারণ আপনেরা হলেন সাম্প্রদায়িক দালাল যারা সব সময় মুসলিমদের মৃতু ্যতে হাততালি দিতে পারেন অন ্যদের জন ্য নয়  ,negative
 কোন মুসলমান ভাই অন্য মুসলিম ভাইকে ধর্মের জন্য হত্যা করে না একটা প্রমান দেখাতে পারবেন না অথচ মুসলমানদের মধ্যে ধর্মিয় অনেক মতপার্থক্য রয়েছে পুরান ঢাকায় মসজিদের আলেম কে হত্যা করা হয়েছে কোন ধর্মিয় সংগঠন নয় পুলিশ প্রথমিক তদন্তে বলেছে ব্যক্তিগত সমস্যার কারনে আর একটা ব্যপার সালে লক্ষ বঙ্গালিকে মারার পর পাকিস্তান যদি আপনাদের কাছে ভাই মুসলমান মুসলমান ভাই ভাই হয় তাহলে কোন বাংলাদেশি মুসলমান আর এক জন মুসলমানকে মারতে পারে না এটা হিসাবের কথা প্রশ্ন এখানে নয় ভাই প্রশ্ন মায়ানমার মান ,negative
সবচে নিগৃহীত জাতির নাম রোহিঙ্গা ,negative
থাকতে হয় তাদের নাগরিকত্ব নেই ,negative
 আমি মনে করি আপাদত তাদেরকে আশ রয় দেওয়া উচিত পরে হয়ত এক বিবসনা হবে ,positive
 ধৈর্য্য এমন একটি গাছ যার সারা গায়ে কাটা কিন্তু ফল অত্যন্ত মজাদার ,positive
 মানবতা সবার ঊর্ধে তারপরও বাংলাদেশের সার্ব ভৌমত্ব যেন হুমকির মুখে না পরে সেদিক খেয়াল রেখে সাহায্যের হাত বাড়ানো উচিৎ বলে আমি মনে করি ,positive
 হাঁসতে হাসতে বেহুশ হয়ে যাবেন ন্যাকামি অস্থির একটা ফানি পেইজ ন্যাকামি ন্যাকামি ন্যাকামি ন্যাকামি ,positive
 প্রাণ খুলে হাঁসতে চাইলে ঘুরে আসুন আমাদের কপি মুক্ত ট্রল পোষ্ট যুক্ত উস্তাদ জ্বি পেজ থেকে চরম ফানি পেজ কিন্তু ,positive
 রোহিঙ্গাদের বর্তমান অবস্থায় বাংলাদেশের উচিত পালিয়ে আসা রোহিঙ্গাদের সাময়িক সময়ের জন্য গ্রহণ করে বার্মিজ সরকারের সাথে আলোচনার মাধ্যমে অন্যতায় আন্তর্জাতিক আলোচনার মাধ্যমে তাদের মধ্য একটি শান্তি প্রিয় ব্যবস্থা করে দেওয়া ,positive
জানি  ভাল করেই জানেন বর্তমান ,positive
 হা টিক আছে সব কিছু হিলারি বি এন পি জামাত ইউনুছ আই এস নয়া দিগন্ত সব কিছু এক সুত্রের মনোভাব ছিলো সেটার দিন শেষ হবে ইনশাআল্লাহ ,positive
 বিদ্যা দিদি আপনাকেও শুভ দূর্গা পূজার অনেক অনেক শুভেচ্ছা আপনি সত্যিই একটু সকল সেলিব্রেটির চেয়ে অন্য রকম আর এটাই আপনার একটা অসাধারন ভাল দিক আর এই সত্য সুন্দর ভাল দিকটাকে ধরে রাখুন সম্পূর্ন জীবন নিজের ধর্মটাকে এভাবেই সম্মানের স্থানে রাখুন আর আমি আপনার সর্বদা সাফল্য কামনা করি পরিশেষে আবারো শুভ শারদীয় দূর্গা পূজার শুভেচ্ছা এবং নিমন্ত্রণ ,positive
 যার ধারা পৃথিবীতে শান্তি বিরাজ করে সেই বিজয়ী হউক ,positive
 প্র তি টি মুস লিম দেশ এমন হ লে ভা লো হত ,positive
 আমার মতে আমাদের সরকারের এ ব্যাপারে নিতিবাচক পদক্কেপ নেয়া উচিৎ ,positive
আমার দেশের সাধারণ মানুষ ক্রিকেট যতটা ভালোবাসে ,positive
 নেতা হাজার হাজার সালাম আপনাকে ,positive
 ধন্যবাদ সাময়িক হলেও আশ্রয় দেওয়া হোক  ,positive
 আমরা আমাদের সুন্দর বন চাই ,positive
বাংলাদেশে যদি জায়গা না থাকে ওদের জন্য তাহলে বাংলাদেশের সকল বোদ্ধ্য দের ধরে ধরে মিয়ানমার পাঠিয়ে দিয়ে জায়গাকরে দেওয়া হউক ,negative
 তবে বাংলাদেশে বৌদ্ধরা এখনো অক্ষত আছে তাদের উপাসনালয়গুলিও তেমনি অক্ষত আছে তার মানে আমরা সাম্প্রদায়িক সম্প্রীতিতে আমাদের বিশ্বাস এখনো অটুট রেখেছি কিন্তু দুঃখের বিষয় এদেশের বৌদ্ধরা সে সম্মানটুকুর মর্যাদা রেখে মিয়ানমারের মুসলিম হত্যা এবং মসজিদ ধ্বংসের প্রতিবাদে এখনো সামিল হচ্ছেনা ,negative
 ওরা মানুষ না ওরা রোহিঙ্গা কাদলে কি আসে যায় ব্যাপারটা এমন হয়ে দাঁড়িয়েছে ,negative
 এই বাংলাদেশটা বিশ্বের মাঝে একটা নিকৃষ্ট দেশএখানে যুদ্ধাস্ত মুসলিম রোহীঙ্গারা আশ্রয় পায়না ,negative
আসলে তারা মুখে মুসলীম হলেও অন্তরে বৌদ্ধের সমতুল্য ,negative
 নিউজ গুলা পড়ার পর চোখের পানি ধরে রাখারমত কোন শক্তি নেই যদি সরকার অনুমতি দেয় তবে বাংলাদেশের বহু মানুষ আছে ঝারা রোহিঙ্গাদের নিজ বাড়িতে আশ্রয় দিবে আমার বিশ্বাস রোহিঙ্গাদের একজনকেও ওই কেম্পে থাকতে হবেনা এমনকি সরকারের কনো সাহাজ্জ ও লাগবেনা আল্লাহ্ তাদের হেফাজত করুন আমিন ,negative
